"year","species","bio_total_kg","port","timeseries","maxbio","index","metric"
2017,"longnose skate",29851129.7368583,"AST","Longnose skate AST",35500481.5326765,0.840865488243639,"Scaled biomass index"
2018,"longnose skate",27184713.2260983,"AST","Longnose skate AST",35500481.5326765,0.765756182802087,"Scaled biomass index"
2019,"longnose skate",29482930.9814467,"AST","Longnose skate AST",35500481.5326765,0.830493833000803,"Scaled biomass index"
2021,"longnose skate",29908285.8630957,"AST","Longnose skate AST",35500481.5326765,0.842475498129978,"Scaled biomass index"
2022,"longnose skate",32788181.0028335,"AST","Longnose skate AST",35500481.5326765,0.92359820451037,"Scaled biomass index"
2023,"longnose skate",34317710.6595417,"AST","Longnose skate AST",35500481.5326765,0.966682962538238,"Scaled biomass index"
2024,"longnose skate",35500481.5326765,"AST","Longnose skate AST",35500481.5326765,1,"Scaled biomass index"
2003,"longnose skate",11700169.2268525,"COS","Longnose skate COS",35500481.5326765,0.32957776125045,"Scaled biomass index"
2004,"longnose skate",13558731.6344172,"COS","Longnose skate COS",35500481.5326765,0.381930921752063,"Scaled biomass index"
2005,"longnose skate",10279639.9374086,"COS","Longnose skate COS",35500481.5326765,0.289563394455556,"Scaled biomass index"
2006,"longnose skate",12227966.4535588,"COS","Longnose skate COS",35500481.5326765,0.344445087098425,"Scaled biomass index"
2007,"longnose skate",13196810.0832557,"COS","Longnose skate COS",35500481.5326765,0.371736086765717,"Scaled biomass index"
2008,"longnose skate",12538512.516934,"COS","Longnose skate COS",35500481.5326765,0.35319274487567,"Scaled biomass index"
2009,"longnose skate",11649519.3393832,"COS","Longnose skate COS",35500481.5326765,0.328151023209654,"Scaled biomass index"
2010,"longnose skate",9111929.22034417,"COS","Longnose skate COS",35500481.5326765,0.256670580987953,"Scaled biomass index"
2011,"longnose skate",9905153.96964209,"COS","Longnose skate COS",35500481.5326765,0.27901463704161,"Scaled biomass index"
2012,"longnose skate",10684818.4159588,"COS","Longnose skate COS",35500481.5326765,0.300976717910824,"Scaled biomass index"
2013,"longnose skate",10259924.7308418,"COS","Longnose skate COS",35500481.5326765,0.289008044057037,"Scaled biomass index"
2014,"longnose skate",12050615.4214359,"COS","Longnose skate COS",35500481.5326765,0.339449351140318,"Scaled biomass index"
2015,"longnose skate",10620356.7591786,"COS","Longnose skate COS",35500481.5326765,0.299160921223085,"Scaled biomass index"
2016,"longnose skate",11725500.6460329,"COS","Longnose skate COS",35500481.5326765,0.330291312675297,"Scaled biomass index"
2017,"longnose skate",10750071.446342,"COS","Longnose skate COS",35500481.5326765,0.302814806510359,"Scaled biomass index"
2018,"longnose skate",12020960.1775034,"COS","Longnose skate COS",35500481.5326765,0.338614003487212,"Scaled biomass index"
2019,"longnose skate",11761934.0765461,"COS","Longnose skate COS",35500481.5326765,0.331317592571803,"Scaled biomass index"
2021,"longnose skate",11867091.2650728,"COS","Longnose skate COS",35500481.5326765,0.334279726717221,"Scaled biomass index"
2022,"longnose skate",11816329.154303,"COS","Longnose skate COS",35500481.5326765,0.332849827499568,"Scaled biomass index"
2023,"longnose skate",12677629.0454879,"COS","Longnose skate COS",35500481.5326765,0.357111467173164,"Scaled biomass index"
2024,"longnose skate",12712483.2740851,"COS","Longnose skate COS",35500481.5326765,0.358093263112047,"Scaled biomass index"
2003,"longnose skate",4877702.37201939,"BRK","Longnose skate BRK",35500481.5326765,0.137398203106899,"Scaled biomass index"
2004,"longnose skate",6959723.69433255,"BRK","Longnose skate BRK",35500481.5326765,0.196045895544444,"Scaled biomass index"
2005,"longnose skate",6876170.81714507,"BRK","Longnose skate BRK",35500481.5326765,0.193692325294683,"Scaled biomass index"
2006,"longnose skate",6474972.04675074,"BRK","Longnose skate BRK",35500481.5326765,0.182391104773913,"Scaled biomass index"
2007,"longnose skate",7106702.833878,"BRK","Longnose skate BRK",35500481.5326765,0.200186096837493,"Scaled biomass index"
2008,"longnose skate",6705057.55375981,"BRK","Longnose skate BRK",35500481.5326765,0.188872298748628,"Scaled biomass index"
2009,"longnose skate",5931447.06452847,"BRK","Longnose skate BRK",35500481.5326765,0.167080749568674,"Scaled biomass index"
2010,"longnose skate",4495967.78121997,"BRK","Longnose skate BRK",35500481.5326765,0.126645261898255,"Scaled biomass index"
2011,"longnose skate",5538654.11872789,"BRK","Longnose skate BRK",35500481.5326765,0.156016309627514,"Scaled biomass index"
2012,"longnose skate",6621043.44380791,"BRK","Longnose skate BRK",35500481.5326765,0.186505736202862,"Scaled biomass index"
2013,"longnose skate",6548856.67213506,"BRK","Longnose skate BRK",35500481.5326765,0.184472333596578,"Scaled biomass index"
2014,"longnose skate",6087443.44050643,"BRK","Longnose skate BRK",35500481.5326765,0.171474954076418,"Scaled biomass index"
2015,"longnose skate",5971009.9703441,"BRK","Longnose skate BRK",35500481.5326765,0.168195182503316,"Scaled biomass index"
2016,"longnose skate",6719257.49707243,"BRK","Longnose skate BRK",35500481.5326765,0.189272291726175,"Scaled biomass index"
2017,"longnose skate",7220924.33106142,"BRK","Longnose skate BRK",35500481.5326765,0.203403560157766,"Scaled biomass index"
2018,"longnose skate",6472560.66260131,"BRK","Longnose skate BRK",35500481.5326765,0.182323179381204,"Scaled biomass index"
2019,"longnose skate",6072548.70586383,"BRK","Longnose skate BRK",35500481.5326765,0.171055389777582,"Scaled biomass index"
2021,"longnose skate",7247554.91751867,"BRK","Longnose skate BRK",35500481.5326765,0.204153707347537,"Scaled biomass index"
2022,"longnose skate",7927251.76286096,"BRK","Longnose skate BRK",35500481.5326765,0.223299837653309,"Scaled biomass index"
2023,"longnose skate",8195614.83856793,"BRK","Longnose skate BRK",35500481.5326765,0.230859258374405,"Scaled biomass index"
2024,"longnose skate",6500755.32120367,"BRK","Longnose skate BRK",35500481.5326765,0.183117384343647,"Scaled biomass index"
2003,"longnose skate",5564981.64054076,"CRS","Longnose skate CRS",35500481.5326765,0.156757919900846,"Scaled biomass index"
2004,"longnose skate",7037425.48570912,"CRS","Longnose skate CRS",35500481.5326765,0.198234648711216,"Scaled biomass index"
2005,"longnose skate",7293223.26064666,"CRS","Longnose skate CRS",35500481.5326765,0.205440122099009,"Scaled biomass index"
2006,"longnose skate",6874750.87859704,"CRS","Longnose skate CRS",35500481.5326765,0.193652327568266,"Scaled biomass index"
2007,"longnose skate",7272855.54202905,"CRS","Longnose skate CRS",35500481.5326765,0.204866391328657,"Scaled biomass index"
2008,"longnose skate",6500888.5027601,"CRS","Longnose skate CRS",35500481.5326765,0.183121135885899,"Scaled biomass index"
2009,"longnose skate",6036992.57278832,"CRS","Longnose skate CRS",35500481.5326765,0.170053822149752,"Scaled biomass index"
2010,"longnose skate",4605315.88955248,"CRS","Longnose skate CRS",35500481.5326765,0.12972544852141,"Scaled biomass index"
2011,"longnose skate",5230314.91587761,"CRS","Longnose skate CRS",35500481.5326765,0.147330816092265,"Scaled biomass index"
2012,"longnose skate",6782536.63359218,"CRS","Longnose skate CRS",35500481.5326765,0.19105477843587,"Scaled biomass index"
2013,"longnose skate",6546884.33349545,"CRS","Longnose skate CRS",35500481.5326765,0.184416775515266,"Scaled biomass index"
2014,"longnose skate",6736285.3441842,"CRS","Longnose skate CRS",35500481.5326765,0.189751942885163,"Scaled biomass index"
2015,"longnose skate",5670151.00588092,"CRS","Longnose skate CRS",35500481.5326765,0.159720397050441,"Scaled biomass index"
2016,"longnose skate",7104204.62833556,"CRS","Longnose skate CRS",35500481.5326765,0.200115725804916,"Scaled biomass index"
2017,"longnose skate",7244002.25011162,"CRS","Longnose skate CRS",35500481.5326765,0.204053633566741,"Scaled biomass index"
2018,"longnose skate",6582107.04233024,"CRS","Longnose skate CRS",35500481.5326765,0.185408951038361,"Scaled biomass index"
2019,"longnose skate",6135973.19780917,"CRS","Longnose skate CRS",35500481.5326765,0.172841970950769,"Scaled biomass index"
2021,"longnose skate",7451629.23760731,"CRS","Longnose skate CRS",35500481.5326765,0.209902201770093,"Scaled biomass index"
2022,"longnose skate",8600079.96850136,"CRS","Longnose skate CRS",35500481.5326765,0.242252487775001,"Scaled biomass index"
2023,"longnose skate",8214372.72588565,"CRS","Longnose skate CRS",35500481.5326765,0.231387642399293,"Scaled biomass index"
2024,"longnose skate",6736306.52940127,"CRS","Longnose skate CRS",35500481.5326765,0.189752539643746,"Scaled biomass index"
2003,"longnose skate",9025247.7458596,"ERK","Longnose skate ERK",35500481.5326765,0.254228882432265,"Scaled biomass index"
2004,"longnose skate",8965883.98402909,"ERK","Longnose skate ERK",35500481.5326765,0.252556686471321,"Scaled biomass index"
2005,"longnose skate",10421237.5718486,"ERK","Longnose skate ERK",35500481.5326765,0.293552006111701,"Scaled biomass index"
2006,"longnose skate",10643302.9668339,"ERK","Longnose skate ERK",35500481.5326765,0.299807284502246,"Scaled biomass index"
2007,"longnose skate",9376271.67636161,"ERK","Longnose skate ERK",35500481.5326765,0.264116746352615,"Scaled biomass index"
2008,"longnose skate",7791706.64823695,"ERK","Longnose skate ERK",35500481.5326765,0.219481717200514,"Scaled biomass index"
2009,"longnose skate",8578365.78038874,"ERK","Longnose skate ERK",35500481.5326765,0.24164082880095,"Scaled biomass index"
2010,"longnose skate",7458169.23074802,"ERK","Longnose skate ERK",35500481.5326765,0.210086424430134,"Scaled biomass index"
2011,"longnose skate",7906421.05433978,"ERK","Longnose skate ERK",35500481.5326765,0.222713065090745,"Scaled biomass index"
2012,"longnose skate",9474118.23548356,"ERK","Longnose skate ERK",35500481.5326765,0.266872950068666,"Scaled biomass index"
2013,"longnose skate",9390045.91845386,"ERK","Longnose skate ERK",35500481.5326765,0.264504747909146,"Scaled biomass index"
2014,"longnose skate",9927418.65882809,"ERK","Longnose skate ERK",35500481.5326765,0.279641802877811,"Scaled biomass index"
2015,"longnose skate",8357223.84834403,"ERK","Longnose skate ERK",35500481.5326765,0.23541156309814,"Scaled biomass index"
2016,"longnose skate",9824318.28604886,"ERK","Longnose skate ERK",35500481.5326765,0.276737606418269,"Scaled biomass index"
2017,"longnose skate",9974708.77012173,"ERK","Longnose skate ERK",35500481.5326765,0.280973900619925,"Scaled biomass index"
2018,"longnose skate",9740776.45083304,"ERK","Longnose skate ERK",35500481.5326765,0.274384347205745,"Scaled biomass index"
2019,"longnose skate",9165408.38086737,"ERK","Longnose skate ERK",35500481.5326765,0.258177015780224,"Scaled biomass index"
2021,"longnose skate",9676684.13759988,"ERK","Longnose skate ERK",35500481.5326765,0.272578954420462,"Scaled biomass index"
2022,"longnose skate",10677334.5100161,"ERK","Longnose skate ERK",35500481.5326765,0.300765906518427,"Scaled biomass index"
2023,"longnose skate",10221452.2491851,"ERK","Longnose skate ERK",35500481.5326765,0.287924326879249,"Scaled biomass index"
2024,"longnose skate",9657269.04932276,"ERK","Longnose skate ERK",35500481.5326765,0.272032057943601,"Scaled biomass index"
2003,"longnose skate",9648698.36782652,"BRG","Longnose skate BRG",35500481.5326765,0.271790633570572,"Scaled biomass index"
2004,"longnose skate",12094933.6062698,"BRG","Longnose skate BRG",35500481.5326765,0.340697733779667,"Scaled biomass index"
2005,"longnose skate",10435878.8967482,"BRG","Longnose skate BRG",35500481.5326765,0.293964432204743,"Scaled biomass index"
2006,"longnose skate",10903832.7487858,"BRG","Longnose skate BRG",35500481.5326765,0.307146052054234,"Scaled biomass index"
2007,"longnose skate",8969519.5955764,"BRG","Longnose skate BRG",35500481.5326765,0.25265909667508,"Scaled biomass index"
2008,"longnose skate",8823517.87177752,"BRG","Longnose skate BRG",35500481.5326765,0.248546427846504,"Scaled biomass index"
2009,"longnose skate",10137578.8661579,"BRG","Longnose skate BRG",35500481.5326765,0.285561728418438,"Scaled biomass index"
2010,"longnose skate",9816241.04017911,"BRG","Longnose skate BRG",35500481.5326765,0.276510081451817,"Scaled biomass index"
2011,"longnose skate",10729540.5737394,"BRG","Longnose skate BRG",35500481.5326765,0.302236479915445,"Scaled biomass index"
2012,"longnose skate",11879609.7594507,"BRG","Longnose skate BRG",35500481.5326765,0.334632355578505,"Scaled biomass index"
2013,"longnose skate",10589008.3847711,"BRG","Longnose skate BRG",35500481.5326765,0.298277880400704,"Scaled biomass index"
2014,"longnose skate",10367961.9878118,"BRG","Longnose skate BRG",35500481.5326765,0.292051305790558,"Scaled biomass index"
2015,"longnose skate",9722970.8952744,"BRG","Longnose skate BRG",35500481.5326765,0.273882789063717,"Scaled biomass index"
2016,"longnose skate",9384066.67290682,"BRG","Longnose skate BRG",35500481.5326765,0.264336320741713,"Scaled biomass index"
2017,"longnose skate",11047476.8433847,"BRG","Longnose skate BRG",35500481.5326765,0.311192309693492,"Scaled biomass index"
2018,"longnose skate",10646850.4090163,"BRG","Longnose skate BRG",35500481.5326765,0.299907211095613,"Scaled biomass index"
2019,"longnose skate",10095028.0294028,"BRG","Longnose skate BRG",35500481.5326765,0.284363129556732,"Scaled biomass index"
2021,"longnose skate",10918190.6389532,"BRG","Longnose skate BRG",35500481.5326765,0.30755049417861,"Scaled biomass index"
2022,"longnose skate",10487575.5397329,"BRG","Longnose skate BRG",35500481.5326765,0.295420655916444,"Scaled biomass index"
2023,"longnose skate",10960043.0286274,"BRG","Longnose skate BRG",35500481.5326765,0.308729418741525,"Scaled biomass index"
2024,"longnose skate",10080446.5513956,"BRG","Longnose skate BRG",35500481.5326765,0.283952389268777,"Scaled biomass index"
2003,"longnose skate",12756094.857367,"MRO","Longnose skate MRO",35500481.5326765,0.359321741752309,"Scaled biomass index"
2004,"longnose skate",11778509.6219137,"MRO","Longnose skate MRO",35500481.5326765,0.331784503009408,"Scaled biomass index"
2005,"longnose skate",12846920.7644987,"MRO","Longnose skate MRO",35500481.5326765,0.36188018330607,"Scaled biomass index"
2006,"longnose skate",14628348.6235082,"MRO","Longnose skate MRO",35500481.5326765,0.412060569095199,"Scaled biomass index"
2007,"longnose skate",12751259.9328106,"MRO","Longnose skate MRO",35500481.5326765,0.359185548541749,"Scaled biomass index"
2008,"longnose skate",14855186.3167824,"MRO","Longnose skate MRO",35500481.5326765,0.418450276600022,"Scaled biomass index"
2009,"longnose skate",14059856.8990918,"MRO","Longnose skate MRO",35500481.5326765,0.396046934916937,"Scaled biomass index"
2010,"longnose skate",14819934.7515663,"MRO","Longnose skate MRO",35500481.5326765,0.41745728823214,"Scaled biomass index"
2011,"longnose skate",14365740.4154655,"MRO","Longnose skate MRO",35500481.5326765,0.404663255123526,"Scaled biomass index"
2012,"longnose skate",15227695.292664,"MRO","Longnose skate MRO",35500481.5326765,0.4289433448571,"Scaled biomass index"
2013,"longnose skate",15529688.5879918,"MRO","Longnose skate MRO",35500481.5326765,0.437450082858664,"Scaled biomass index"
2014,"longnose skate",14162994.2902189,"MRO","Longnose skate MRO",35500481.5326765,0.398952174132695,"Scaled biomass index"
2015,"longnose skate",15954717.8094438,"MRO","Longnose skate MRO",35500481.5326765,0.449422574585593,"Scaled biomass index"
2016,"longnose skate",13169063.1783035,"MRO","Longnose skate MRO",35500481.5326765,0.37095449441107,"Scaled biomass index"
2017,"longnose skate",14739582.5180377,"MRO","Longnose skate MRO",35500481.5326765,0.41519387573576,"Scaled biomass index"
2018,"longnose skate",15726161.5204784,"MRO","Longnose skate MRO",35500481.5326765,0.442984456591194,"Scaled biomass index"
2019,"longnose skate",13525920.7222458,"MRO","Longnose skate MRO",35500481.5326765,0.381006683241631,"Scaled biomass index"
2021,"longnose skate",14105341.9984656,"MRO","Longnose skate MRO",35500481.5326765,0.397328187942531,"Scaled biomass index"
2022,"longnose skate",14377920.0563656,"MRO","Longnose skate MRO",35500481.5326765,0.405006338945893,"Scaled biomass index"
2023,"longnose skate",14636612.5420499,"MRO","Longnose skate MRO",35500481.5326765,0.412293352375449,"Scaled biomass index"
2024,"longnose skate",13707335.3683216,"MRO","Longnose skate MRO",35500481.5326765,0.386116885645752,"Scaled biomass index"
